AFF_LOVE_POINT	Puncte de dragoste: %d%%	
BANK_LINE_PASSWORD	Parola:	
BANK_LINE_REPASSWORD	Repetati parola:	
BANK_LOGIN_TITLE	Conectarea contului bancar	
BANK_SEND_TITLE	Trimite bani unui personaj	
BANK_TITLE_LOGS_ACTION	#actiune	
BANK_TITLE_LOGS_AMOUNT	#cantitate	
BANK_TITLE_LOGS_DATE	#data	
BANK_TITLE_LOGS_HOUR	#timp	
BANK_TITLE_LOGS_IP	#ip	
BANK_TITLE_LOGS_TARGET	#de ||#pentru	
BANK_TITLE_NAME	Sistem bancar - [i] ultimos 1025 inregistrari	
BANK_TOOLTIP_BTN_ADD	1.11e+121	
BANK_TOOLTIP_BTN_CHANGE	Schimbati parola bancara	
BANK_TOOLTIP_BTN_SEND	Trimite -i pe yang unui jucator	
BANK_TOOLTIP_BTN_WITHDRAW	Scoateti yang -ul	
BANK_TYPE_AMOUNT	Cantitate:	
BANK_WITHDRAW_TITLE	Banca: eliminati yang	
BANK_WRONG_ID	Numele de acces incorect	
BANK_WRONG_PW	Parola incorecta	
BATTLEPASS_ALREADY_GET_REWARD	Ai revendicat deja aceasta recompensa!	
BATTLEPASS_DEACTIVE_TEXT_1	Trebuie sa cumparati "BattlePass" pentru a putea	
BATTLEPASS_DEACTIVE_TEXT_2	efectua misiunile si sa obtineti recompensele.	
BATTLEPASS_DESCRIPTION	Descriere	
BATTLEPASS_INFORMATION	Informatie	
BATTLEPASS_INFORMATION_EX	Treceti informatii	
BATTLEPASS_REWARD_INFO	Trebuie sa termini toate misiunile!	
BATTLEPASS_TIME_FORMAT	%2d z %2d h %2d m %2d s	
BATTLEPASS_TITLE	[F6] Battle pass	
BATTLEPASS_TOTAL_PROGRESS	Progres total	
BATTLE_PASS_MISSION_STATUS	Stare:	
BATTLE_POINT	Puncte de lupta	
BERANSETAOU	Camera Dragonului	
BIO_CAN_GIVE_ITEM	Poti livra urmatorul obiect!	
BIO_CHOOSE_GIFT	Alege un bonus:	
BIO_DONT_HAVE_MISSION	Nu ai nicio misiune disponibila.	
BIO_EMPTY_BONUS	Nu are bonus.	
BIO_FIND_STONE	Gaseste piatra misiunii!	
BIO_GIFT	Recompensa	
BIO_GIVE_MISSION	Livreaza	
BIO_MISSION_TITLE	Nivel %d: %s	
BIO_NEED_LEVEL	Nivelul tau este prea mic. Necesar: %d	
BIO_TIME_TEXT	%d d %d h %d m. %d s	
BIO_TITLE	Biolog	
BLUE_KINGDOM	|cFF8CADDBJinno:|h|r
BONUS_END_IN	Se termina in: %s	
BONUS_EVENT	Bonus:	
BONUS_NEXT_EVENT	|Eemoji/key_rclick|e - Urmatorul Event
BONUS_START_IN	Incepe in: %s	
BONUS_TABLE_1	Jucatori Jinno	
BONUS_TABLE_2	Jucatori Shinsoo	
BONUS_TABLE_4	Jucatori	
BONUS_TABLE_5	Dueluri Castigate	
BONUS_TABLE_6	Dueluri Pierdute	
BONUS_TABLE_7	Monstri Ucisi	
BONUS_TABLE_8	Sefi Invinsi	
BONUS_TABLE_9	Metine Distruse	
BONUS_TABLE_TITLE_1	Atribute PVM	
BONUS_TABLE_TITLE_2	Atribute PVP	
BONUS_TABLE_TITLE_3	Atribute Ofensive	
BONUS_TABLE_TITLE_4	Atribute Defensive	
CANCEL	Anulare	
CANNOT_ATTACK_DEST_IN_SAFE	Luptatorul este prea departe.	
CANNOT_ATTACK_SELF_IN_SAFE	Nu pot ataca.	
CANNOT_EQUIP_IN_EXCHANGE	Nu puteti schimba echipamentul in timp ce marfa.	
CANNOT_EQUIP_IN_SHOP	Nu puteti schimba echipamentul in timp ce marfa.	
CANNOT_SHOOT_DEST_IN_SAFE	Inamicul este prea departe.	
CANNOT_SHOOT_EMPTY_ARROW	Am nevoie de o sageata.	
CANNOT_SHOOT_SELF_IN_SAFE	Nu pot face asta.	
CANNOT_SKILL_APPROACH	Sunt sigur ca nu ma mai pot apropia.	
CANNOT_SKILL_ATTACK	Nu pot ataca.	
CANNOT_SKILL_DEST_IN_SAFE	Inamicul este prea departe.	
CANNOT_SKILL_EQUIP_FISHING_ROD	Am nevoie de o trestie.	
CANNOT_SKILL_HAVE_TO_RIDE	Am nevoie de un cal inainte de a putea folosi acest lucru.	
CANNOT_SKILL_NEED_EMPTY_BOTTLE	Nu am o sticla goala.	
CANNOT_SKILL_NEED_POISON_BOTTLE	Nu am o sticla de otrava.	
CANNOT_SKILL_NEED_TARGET	Cine este obiectivul?	
CANNOT_SKILL_NOT_ENOUGH_HP	Nu am suficient hp!	
CANNOT_SKILL_NOT_ENOUGH_SP	Nu am suficient sp!	
CANNOT_SKILL_NOT_HORSE_SKILL	Nu pot folosi acest lucru in timp ce calaresc.	
CANNOT_SKILL_NOT_MATCHABLE_WEAPON	Nu pot folosi aceasta abilitate cu aceasta arma.	
CANNOT_SKILL_NOT_YET_LEARN	Nu am invatat aceasta abilitate.	
CANNOT_SKILL_ONLY_FOR_ALLIANCE	Acest lucru afecteaza doar membrii grupului.	
CANNOT_SKILL_ONLY_FOR_CORPSE	Acest lucru afecteaza doar mortii.	
CANNOT_SKILL_REMOVE_FISHING_ROD	Nu pot folosi aceasta abilitate cu o trestie.	
CANNOT_SKILL_SELF_IN_SAFE	Nu pot ataca de aici.	
CANNOT_SKILL_USE_SELF	Nu pot folosi asta cu mine.	
CANNOT_SKILL_WAIT_COOLTIME	Inca nu pot folosi aceasta abilitate.	
CANNOT_USE	Nu poate fi folosit.	
CANNOT_WHISPER_DEST_REFUSE	%s a blocat PM.	SA
CANNOT_WHISPER_NOT_LOGON	%s este deconectat.	SA
CANNOT_WHISPER_SELF_REFUSE	Nu puteti trimite un parlamentar unui jucator daca aveti mps blocati.	SNA
CATACUMB	Catacomba Diavolului	
CATEGORY_0_NAME	Toate Ofertele	
CATEGORY_0_SUB_0_NAME	Battle Pass
CATEGORY_0_SUB_1_NAME	Personalizate
CATEGORY_1_NAME	Obiecte Uzabile
CATEGORY_2_NAME	Costume
CATEGORY_2_SUB_0_NAME	Skin de Arme
CATEGORY_2_SUB_1_NAME	Costumuri
CATEGORY_2_SUB_2_NAME	Coafuri
CATEGORY_2_SUB_3_NAME	Aspect de Esarfa
CATEGORY_2_SUB_4_NAME	Aspect de Mount
CATEGORY_3_NAME	Pet si Mount
CATEGORY_3_SUB_0_NAME	Mounturi
CATEGORY_3_SUB_1_NAME	Pet-uri de crestere
CATEGORY_3_SUB_2_NAME	Pet-uri normale
CATEGORY_4_NAME	Vouchere	
CATEGORY_5_NAME	Imbunatatiri Costume
CATEGORY_5_SUB_0_NAME	Arme
CATEGORY_5_SUB_1_NAME	Costume
CATEGORY_5_SUB_2_NAME	Coafuri
CATEGORY_5_SUB_3_NAME	Aspect de Mount
CATEGORY_5_SUB_4_NAME	Aspect de Esarfa
CATEGORY_6_NAME	Pachete Premium
CATEGORY_7_NAME	Inele
CHANNEL	Canal	
CHANNEL_EMPTY_SERVER	Non -server	
CHANNEL_NORMAL	Canal %d	
CHANNEL_NOTIFY_FULL	Acest canal este plin! va rugam sa selectati altul.	
CHANNEL_NOT_FIND_INFO	Nu s -au gasit informatii prin intermediul acestui canal.	
CHANNEL_PVP	Duel gratuit	
CHANNEL_SELECT_CHANNEL	Alegeti canalul	
CHANNEL_SELECT_REGION	Alegeti regiunea.	
CHANNEL_SELECT_SERVER	Alegeti serverul	
CHANNEL_STATE_FULL	Plin	
CHANNEL_STATE_MED	Inseamna, mediu	
CHANNEL_STATE_NORMAL	Normal	
CHANNEL_STATE_OFF	...	
CHARACTER_ASSASSIN	Ninja	
CHARACTER_CREATE_APPEARANCE1	Stilul 1	
CHARACTER_CREATE_APPEARANCE2	Stilul 2	
CHARACTER_CREATE_FEMALE	Femenin	
CHARACTER_CREATE_MALE	Masculin	
CHARACTER_CREATE_MODE	Creati caracter	
CHARACTER_NAME	Nume	
CHARACTER_SELECT_MODE	Selectati server	
CHARACTER_SHAMAN	Shaman	
CHARACTER_SURA	Sura	
CHARACTER_WARRIOR	Razboinic	
CHATTING_SETTING_ADD	Adaugati tabelarea	
CHATTING_SETTING_ADD_MAX	Nu poti adauga mai multe genele la chat.	
CHATTING_SETTING_CANCLE	Anulare	
CHATTING_SETTING_CANT_CHANGE_TITLE	Nu poti utiliza acest nume de chat.	
CHATTING_SETTING_CHANGE_TITLE_NAME	Doresti sa salvezi numele pentru acest chat?	
CHATTING_SETTING_CHANGE_TITLE_NOT	Numele chatului general nu poate fi schimbat.	
CHATTING_SETTING_CLEAR	Reseteaza	
CHATTING_SETTING_CLEAR_QUESTION	Doresti sa resetezi optiunile?	
CHATTING_SETTING_DEL	Stergeti fila	
CHATTING_SETTING_DETAIL	Optiuni de chat	
CHATTING_SETTING_DICE	Chat	
CHATTING_SETTING_DICE_SETTING	Chat optiuni	
CHATTING_SETTING_EXP	Experienta	
CHATTING_SETTING_GOLD	Yang	
CHATTING_SETTING_GUILD	Breasla	
CHATTING_SETTING_ITEM	Drop	
CHATTING_SETTING_LANGUAGE	Limba %d	
CHATTING_SETTING_LANGUAGE_CUR	Limba actuala: ( %s)	
CHATTING_SETTING_LANGUAGE_OFF	Off	
CHATTING_SETTING_LANGUAGE_ON	On	
CHATTING_SETTING_LANGUAGE_ONOFF	Filtru	
CHATTING_SETTING_LIST	Gata	
CHATTING_SETTING_NOTICE	Mesaj	
CHATTING_SETTING_PARTY	Grup	
CHATTING_SETTING_SAVE	Salvaeaza	
CHATTING_SETTING_SAVE_QUESTION	Doresti sa salvezi urmatoarele modificari %s?	
CHATTING_SETTING_SHOUT	Chat regat	
CHATTING_SETTING_SYSTEM	Sistem	
CHATTING_SETTING_TABNAME	Nume de chat	
CHATTING_SETTING_TALKING	General	
CHATTING_SETTING_TITLE	Optiuni de chat	
CHAT_ALL	Tot	
CHAT_DICE_INFO	Obiecte	
CHAT_GUILD	Breasla	
CHAT_INFORMATION	Informatii	
CHAT_INSULT_STRING	Aceasta fraza contine cuvinte nevalide.	
CHAT_LOG	Afisati mesaje vechi [l]	
CHAT_LOG_TITLE	Protocol de chat	
CHAT_NORMAL	Normal	
CHAT_NOTICE	Anunt	
CHAT_PARTY	Grup	
CHAT_SEND_CHAT	Trimite chat	
CHAT_SEND_MEMO	Trimite surro [shift+enter]	
CHAT_SHOUT	Global	
CHAT_SHOUT_LIMIT	Puteti vorbi doar la nivel mondial la fiecare 15 secunde.	
CHEST_TOOLTIP_TEXT	Vezi drop	
COMBAT_ZONE_CURRENT_REAL_POINTS	Puncte de lupta: %d	
COMBAT_ZONE_LIMIT_SHOP_POINTS	Limita zilnica: %d/ %d	
COMBAT_ZONE_SHOP_EXCEED_LIMIT_TODAY	Ati depasit deja limita zilnica pentru a utiliza punctele.	
COMBAT_ZONE_SHOP_NOT_ENOUGH_BATTLE_POINT	Nu aveti suficiente puncte de lupta.	
COMBAT_ZONE_SHOP_OVERFLOW_LIMIT_TODAY	Limita actuala + pretul articolului depaseste limita maxima.	
COMBAT_ZONE_TOOLTIP_BATTLE_POTION	Potiunea de lupta a zonei de lupta	SNA
CONNECT_ACCOUNT	Conecteaza	
COSTUME_SLOT_CARCAJ	Sageti	
COSTUME_SLOT_COSTUME_ARMOR	Costum	
COSTUME_SLOT_COSTUME_HAIR	Coif	
COSTUME_SLOT_COSTUME_SASH	Aspect de Esarfa	
COSTUME_SLOT_COSTUME_WEAPON	Skin de arma	
COSTUME_SLOT_EFECT_ARMOR	Efect de armura	
COSTUME_SLOT_EFECT_WEAPON	Efect de arma	
COSTUME_SLOT_MOUNT	Mount	
COSTUME_SLOT_PET	Pet normal	
COSTUME_SLOT_PET_OFICIAL	Pet de crestere	
CREATE_ERROR_GM_NAME	Nu puteti pune „gm” in nume.	
CREATE_ERROR_INSULT_NAME	Acest nume este nevalid.	
CREATE_EXIST_SAME_NAME	Cineva foloseste deja acest nume.	
CREATE_FAILURE	Nu puteti crea personajul.	
CREATE_GM_NAME	Gm	
CREATE_INPUT_NAME	Introduceti numele.	
DAY	Zile	
DECEMBER	Decembrie	
DELETE_ACCOUNT	Sterge	
DETAILS_1	Tare vs Jumatate-Om
DETAILS_12	Valoarea Atacului
DETAILS_13	Valoarea Apararii
DETAILS_14	Paguba Medie
DETAILS_15	Rezist. Paguba Medie
DETAILS_16	Paguba Abilitate
DETAILS_17	Rezistent Paguba Abilitate
DETAILS_2	Rezist la Jumat.-Om
DETAILS_20	Sansa Lovit. Critica
DETAILS_21	Lovitura Patrunzat.
DETAILS_22	Rezist Lovit. Crit.
DETAILS_23	Rezist Lov. Patrunz.
DETAILS_3	Tare vs Orci
DETAILS_36	Tare vs Razboinic
DETAILS_37	Tare vs Ninja
DETAILS_38	Tare vs Sura
DETAILS_39	Tare vs Saman
DETAILS_4	Tare vs Vampir
DETAILS_41	Aparare vs Razboinic
DETAILS_42	Aparare vs Ninja
DETAILS_43	Aparare vs Sura
DETAILS_44	Aparare vs Saman
DETAILS_46	Aparare Sabie
DETAILS_47	Aparare Doua Maini
DETAILS_48	Aparare Pumnal
DETAILS_5	Tare vs Monstru
DETAILS_50	Aparare Clopot
DETAILS_51	Aparare Evantai
DETAILS_52	Aparare Sageata
DETAILS_53	Sansa de Confuzie
DETAILS_54	Sansa de Incetinire
DETAILS_55	Sansa de Otravire
DETAILS_56	Rezistenta la Otrava
DETAILS_59	Fura PV
DETAILS_6	Tare vs Monst Zodiac
DETAILS_60	Fura PM
DETAILS_61	Recupereaza PV
DETAILS_62	Recupereaza PM
DETAILS_63	Blocheaza Atac
DETAILS_64	Evita Atac Sageti
DETAILS_65	Reflecta Atac Fizic
DETAILS_66	Recup. PV la Ucidere
DETAILS_67	Recup. PM la Ucidere
DETAILS_68	Dublu EXP
DETAILS_69	Dublu Yang
DETAILS_7	Tare vs Animale
DETAILS_72	Valoarea Apararii
DETAILS_73	EXP
DETAILS_74	Sansa Drop
DETAILS_75	Dublu Yang
DETAILS_76	Rezistenta la Magie
DETAILS_78	Rezist. la monstri
DETAILS_79	% din bonusul yang	
DETAILS_8	Tare vs Mistici
DETAILS_80	% din scaderea bonusului	
DETAILS_81	Bonus STR	
DETAILS_82	Bonus VIT	
DETAILS_83	Bonus INT	
DETAILS_84	Bonus DEX	
DETAILS_85	Max. VP	
DETAILS_86	Max. SP	
DETAILS_87	Viteza de atac	
DETAILS_88	Viteza magica	
DETAILS_89	Viteza. miscare	
DETAILS_9	Tare vs Demon
DEVILTOWER	Turnul Demonilor	
DOUBLE_BOSS_LOOT_EVENT	Dublu Loot de Bossi
DOUBLE_METIN_LOOT_EVENT	Dublu Loot de Metine
DOUBLE_MISSION_BOOK_EVENT	Drop de Carti de Misiunii
DO_YOU_BUY_ITEM1	Vrei sa cumperi %s cu %s?	
DO_YOU_BUY_ITEM2	Vrei sa cumperi %s %s cu %s?	
DO_YOU_DROP_MONEY	Vrei sa arunci %d yang?	
DO_YOU_SELL_ITEM1	Doriti sa vindeti %s cu %s?	
DO_YOU_SELL_ITEM2	Doriti sa vindeti %s (%s buc.) pentru %s Yang?	
DO_YOU_WANT_CREATE_SHOP	Vrei sa deschizi magazinul? Cost: %s	
DO_YOU_WANT_GET_BACK_ITEM	Doresti sa scoti articolul %s din magazin?	
DO_YOU_WANT_OPEN_SLOT	Deblocheaza slotul	
DRAGON_SOUL_CANNOT_REFINE	Aceasta Piatra Dragon nu poate fi rafinata.
DRAGON_SOUL_CANNOT_REFINE_MORE	Aceasta Piatra Dragon a ajuns deja la nivelul maxim.
DRAGON_SOUL_EQUIP_WARNING1	Este dificil sa inlaturi o Piatra Dragon odata ce a fost atasata.
DRAGON_SOUL_EQUIP_WARNING2	Doresti sa continui?
DRAGON_SOUL_EXPIRED	Piatra de dragon expirat	
DRAGON_SOUL_INVALID_DRAGON_SOUL	Aceasta nu este piatra de dragon potrivita.	
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Aceasta nu este o piatra de dragon.	
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Aceasta nu este piatra de dragon corecta.	
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Nu aveti suficient material de perfectionat.	
DRAGON_SOUL_STEP_LEVEL1	Claritate: opaca,
DRAGON_SOUL_STEP_LEVEL2	Claritate: clara,
DRAGON_SOUL_STEP_LEVEL3	Claritate: perfecta,
DRAGON_SOUL_STEP_LEVEL4	Claritate: stralucitoare,
DRAGON_SOUL_STEP_LEVEL5	Claritate: excelenta,
DRAGON_SOUL_STRENGTH	Nivel: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	Piatra Dragon poate fi distrusa in acest proces.
DRAGON_SOUL_UNEQUIP_WARNING2	Doresti sa continui?
DRAGON_SOUL_UNMATCHED_SLOT	Acest slot este gresit.
DRAGON_SOUL_UNQUALIFIED	Inca nu poti folosi alchimia Pietrei Dragon.
DROP_ITEM_FAILURE_EQUIP_ITEM	Nu poþi arunca obiecte din echipament.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Nu poþi renunþa la un obiect atribuit caracterului dacã magazinul privat este deschis.
DROP_MONEY_FAILURE_1000_OVER	Poþi renunþa la maxim 999 Yang.
DUNGEONINFO_CANENTER	Disponibilã	
DUNGEONINFO_CANTENTER	Nivel prea mic 	
DUNGEONINFO_COMPLETE	Umplut:	
DUNGEONINFO_COOLDOWN	Cooldown:	
DUNGEONINFO_GROUP	Grup obligatoriu:	
DUNGEONINFO_LEVELRANGE	Nivel:	
DUNGEONINFO_MAX_DMG	Daune maxime:	
DUNGEONINFO_MIN_TIME	Timp record:	
DUNGEONINFO_NO	Nu	
DUNGEONINFO_STATISTICS	Statistici	
DUNGEONINFO_TICKET	Pasaj Necesar:	
DUNGEONINFO_TITLE	Informaþii despre temnita	
DUNGEONINFO_WARP	Vrei sã te teleportezi la intrare?	
DUNGEONINFO_YES	Da	
DUNGEONTIMER_FLOOR	%d.Etaj	
DUNGEONTIMER_WAVE	%d.Val	
DUNGEON_COOLDOWN_EVENT	Reducere Cooldown in Temnite
DUNGEON_INFO_TELEPORT	Teleport	
DUNGEON_TICKET_LOOT_EVENT	Ritual of Blood Event (F11)
EMOJI_CHARACTER_STATS_ADD	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Adaugã x10
EMOJI_CHARACTER_STATS_DELETE	|Eemoji/key_ctrl|e + |Eemoji/key_lclick|e - Scade x10
EMOTION_ANGRY	Enervant	
EMOTION_ATTRACTIVE	Seductie	
EMOTION_BANTER	Batjocoritor	
EMOTION_CHEERS_1	Sanatate 1	
EMOTION_CHEERS_2	Sanatate 2	
EMOTION_CHEERUP	A incuraja	
EMOTION_CHOOSE_ONE	Alegeti un obiectiv	
EMOTION_CLAP	Aplauze	
EMOTION_CLAP_KISS	Pup	
EMOTION_CONGRATULATION	Aprobare	
EMOTION_DANCE_1	Dans 1	
EMOTION_DANCE_2	Dance 2	
EMOTION_DANCE_3	Dance 3	
EMOTION_DANCE_4	Dance 4	
EMOTION_DANCE_5	Dance 5	
EMOTION_DANCE_6	Stilul gagnam	
EMOTION_FORGIVE	Cere iertare	
EMOTION_FRENCH_KISS	Sarut frantuzesc	
EMOTION_JOY	Fericire	
EMOTION_SAD	Trist	
EMOTION_SHY	Respingere	
EMOTION_SLAP	A sufla	
EMPIRE_A	Kingdom shinsoo	
EMPIRE_B	Regatul chunjo	
EMPIRE_C	Regatul jinno	
EMPIRE_WAR_EVENT	War Kingdom (Lv %d - Lv %d)
EVENT_CALENDAR_TITLE	Calendar de evenimente: %s	
EVENT_COLORFULL_TEXT	|cFF84A5B9%s|h|r
EVENT_DURATION	Durata:	
EVENT_END_AT	Se termina in	
EVENT_MANAGER_WINDOW_TITLE	Calendar Evenimente: %s - %d - Server Time: GMT+2
EVENT_MONTH_1	Ianuarie	
EVENT_MONTH_10	Octombrie	
EVENT_MONTH_11	Noiembrie	
EVENT_MONTH_12	Decembrie	
EVENT_MONTH_2	Februarie	
EVENT_MONTH_3	Martie	
EVENT_MONTH_4	Aprilie	
EVENT_MONTH_5	Mai	
EVENT_MONTH_6	Iunie	
EVENT_MONTH_7	Iulie	
EVENT_MONTH_8	August	
EVENT_MONTH_9	Septembrie	
EVENT_START_AT	Incepe in	
EVENT_TOOLTIP_DOESNT_HAVE_EVENT	Fara event
EVENT_TOOLTIP_TITLE	Zi %s:
EXCHANGE_CANNOT_GIVE	Acest obiect nu poate fi tranzactionat.	
EXCHANGE_CANT_EDIT_MONEY	Nu puteti schimba suma acum.	
EXCHANGE_FAILURE_EQUIP_ITEM	Nu puteti schimba obiectele pe care le -ati echipat.	
EXCHANGE_MONEY	Plus	
EXCHANGE_TITLE	Merchanting cu %s (%d)	
EXP_EVENT	Experienta: %d%%	
FEBRUARY	Februarie	
FISHING_FAILURE	Ai pierdut momeala.	
FISHING_NOTIFY1	Se pare ca s -a agitat: %s	
FISHING_NOTIFY2	Se pare ca s-a prins %s.
FISHING_SUCCESS1	Ai prins %s!	
FISHING_SUCCESS2	Ai scos %s din apa!
FISHING_UNKNOWN	Ceva a muscat dar nu stiu ce anume.
FISHING_WRONG_PLACE	Nu pot sa pescuiesc aici.
FLAMEDUNGEON	Purgatoriul Iadului	
FOR_FEMALE	Pentru femei	
FOR_MALE	Pentru barbati	
GAME_CANNOT_MINING	Nu poti sa sapi dupa minereu in timp ce calaresti.
GAME_CANNOT_PICK_ITEM	Nu poti culege acest obiect, pentru ca nu a fost capturat de tine.
GAME_INIT_ERROR_CURSOR	Cursorul nu a putut fi creat.
GAME_INIT_ERROR_DIRECTX	Ai nevoie de DirectX 8.1 pentru a rula jocul.\nInstaleaza DirectX 8.1 sau peste.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Nu s-a gasit placa grafica pentru rularea jocului.\nVerifica daca placa VGA e instalata corect.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Placa grafica nu a putut fi initializata.nVerifica daca detii o placa VGA.\nAlternativ poti sa activezi accelerarea hardware.\n(Accelerare hardware la maxim \nControl Panel->Display->Settings->Advanced->Troubleshooting)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	Placa grafica nu suporta 32bit.\nSchimba pe 16bit sau foloseste full screen.
GAME_INIT_ERROR_ITEM_PROTO	Datele obiectului inaccesibile.\nReinstaleaza jocul.
GAME_INIT_ERROR_MAIN_WINDOW	Fereastra principala nu a putut fi realizata.
GAME_INIT_ERROR_MOB_PROTO	Datele monstrului inaccesibile.\nReinstaleaza jocul.
GAME_INIT_ERROR_NETWORK	Legatura la retea nu s-a realizat.\nVerifica legatura la internet.
GAME_PICK_EXP	Ai primit %d experienta.	
GAME_PICK_MONEY	Ai primit %s.
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	Inaltimea nu este de 128 pixeli	
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	Inaltimea nu este de 12 pixeli	
GUILDMARK_UPLOADER_ERROR_16_WIDTH	Latimea nu este de 16 pixeli	
GUILDMARK_UPLOADER_ERROR_64_WIDTH	Latimea nu este de 64 de pixeli	
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	Jocul nu accepta aceasta imagine.	
GUILDMARK_UPLOADER_ERROR_PATH	Mutati datele in folderul metin2/incarcare.	
GUILDMARK_UPLOADER_ERROR_SELECT	Un folder de imagine nu a fost selectat.	
GUILDWAR_CTF_TITLE	Cucerirea steagului	
GUILDWAR_NORMAL_TITLE	Camp de lupta	
GUILDWAR_WARP_TITLE	Razboi in nisip	
GUILD_BOARD_ID	Membru	
GUILD_BOARD_TEXT	Mesaj	
GUILD_BUILDING_GRADE	Clasificare	
GUILD_BUILDING_NAME	Numele constructiei	
GUILD_CANNOT_HEAL_GSP_ANYMORE	Ghost dragon energy a fost deja complet reincarcat.	
GUILD_COMMENT	Scrie	
GUILD_CREATE_ERROR_INSULT_NAME	Nume de breasla nu este valid.	
GUILD_DEFAULT_GRADE	Membrii breaslelor	
GUILD_DELETE	Sterge	
GUILD_DEPOSIT	Depozit	
GUILD_DO_YOU_HEAL_GSP	Vrei sa folosesti %s Yang pentru a restaura %d unitati de Dragon Fantoma?	
GUILD_DO_YOU_JOIN	El te -a invitat sa te alaturi breaslei tale.	
GUILD_EMPTY_AREA	Pamant gol	
GUILD_FACILITY	Dependente	
GUILD_GEM	Bijuterie	
GUILD_HEADQUARTER	Cladirea principala	
GUILD_HEAL_GSP	Reincarcati dragonul fantoma	
GUILD_INFO_ENEMY_GUILD_EMPTY	Nici unul	
GUILD_MARK_NOT_ENOUGH_LEVEL	Cel putin nivelul 3 este necesar	
GUILD_MEMBER_JOB	Clasa	
GUILD_MEMBER_KNIGHT	Luptator	
GUILD_MEMBER_LEVEL	Nivel	
GUILD_MEMBER_NAME	Membru	
GUILD_MEMBER_RANK	Clasificare	
GUILD_MEMBER_SPECIFIC_GRAVITY	Exp. donata	
GUILD_NAME	Numele breslei	
GUILD_NOT_ENOUGH_MATERIAL	Nu exista suficient material pentru aceasta cladire.	
GUILD_NOT_ENOUGH_MONEY	Nu exista suficient yang pentru aceasta cladire.	
GUILD_NO_NOTICE_PERMISSION	Nu aveti permisele pentru a face un anunt.	
GUILD_OBJECT	Obiecte	
GUILD_OFFER_EXP	Investiti experienta	
